"field","journal","year","n_graphs","n_bar_cont","n_informative","n_bar_or_informative","policy","policy_year","log_offset","year_centered"
"endocrinology & metabolism","diabetes care",2011,317,48,25,67,0,0,1.15373158788919,-6.7887633396108
"endocrinology & metabolism","diabetes care",2012,314,65,26,83,0,0,1.14422279992016,-5.7887633396108
"endocrinology & metabolism","diabetes care",2013,518,101,56,148,0,0,1.64480505627139,-4.7887633396108
"endocrinology & metabolism","diabetes care",2014,363,83,37,107,0,0,1.28923264827676,-3.7887633396108
"endocrinology & metabolism","diabetes care",2015,248,55,22,72,0,0,0.908258560176891,-2.7887633396108
"endocrinology & metabolism","diabetes care",2016,238,58,27,80,0,0,0.867100487683383,-1.7887633396108
"endocrinology & metabolism","diabetes care",2017,187,35,26,55,0,0,0.625938430866495,-0.788763339610796
"endocrinology & metabolism","diabetes care",2018,267,35,22,56,0,0,0.982078472412158,0.211236660389204
"endocrinology & metabolism","diabetes care",2019,240,43,29,67,0,0,0.8754687373539,1.2112366603892
"endocrinology & metabolism","diabetes care",2020,312,52,41,89,0,0,1.13783300182139,2.2112366603892
"endocrinology & metabolism","diabetes care",2021,277,42,26,62,0,0,1.01884732019925,3.2112366603892
"endocrinology & metabolism","diabetes care",2022,283,28,54,78,0,0,1.04027671165515,4.2112366603892
"endocrinology & metabolism","diabetes care",2023,223,30,36,58,0,0,0.802001585472027,5.2112366603892
"endocrinology & metabolism","diabetes care",2024,212,25,36,57,0,0,0.751416088683921,6.2112366603892
"endocrinology & metabolism","diabetes care",2025,221,25,38,56,0,0,0.792992515529661,7.2112366603892
"endocrinology & metabolism","diabetes metabolism research & reviews",2010,52,27,5,31,0,0,-0.653926467406664,-7.7887633396108
"endocrinology & metabolism","diabetes metabolism research & reviews",2011,77,35,7,41,0,0,-0.261364764134408,-6.7887633396108
"endocrinology & metabolism","diabetes metabolism research & reviews",2012,51,24,9,29,0,0,-0.673344553263766,-5.7887633396108
"endocrinology & metabolism","diabetes metabolism research & reviews",2013,59,23,3,26,0,0,-0.527632742082372,-4.7887633396108
"endocrinology & metabolism","diabetes metabolism research & reviews",2014,57,24,9,30,0,0,-0.562118918153541,-3.7887633396108
"endocrinology & metabolism","diabetes metabolism research & reviews",2015,66,19,11,27,0,0,-0.415515443961666,-2.7887633396108
"endocrinology & metabolism","diabetes metabolism research & reviews",2016,65,17,5,20,0,0,-0.430782916092454,-1.7887633396108
"endocrinology & metabolism","diabetes metabolism research & reviews",2017,74,17,15,30,0,0,-0.301105092783922,-0.788763339610796
"endocrinology & metabolism","diabetes metabolism research & reviews",2018,76,15,11,23,0,0,-0.27443684570176,0.211236660389204
"endocrinology & metabolism","diabetes metabolism research & reviews",2019,72,24,12,30,0,0,-0.328504066972036,1.2112366603892
"endocrinology & metabolism","diabetes metabolism research & reviews",2020,72,13,12,23,0,0,-0.328504066972036,2.2112366603892
"endocrinology & metabolism","diabetes metabolism research & reviews",2021,66,21,11,27,0,0,-0.415515443961666,3.2112366603892
"endocrinology & metabolism","diabetes metabolism research & reviews",2022,67,11,13,22,0,0,-0.400477566597125,4.2112366603892
"endocrinology & metabolism","diabetes metabolism research & reviews",2023,66,12,18,23,0,0,-0.415515443961666,5.2112366603892
"endocrinology & metabolism","diabetes metabolism research & reviews",2024,84,10,19,26,0,0,-0.174353387144778,6.2112366603892
"endocrinology & metabolism","diabetes metabolism research & reviews",2025,55,9,13,19,0,0,-0.59783700075562,7.2112366603892
"endocrinology & metabolism","diabetes obesity & metabolism",2010,87,48,4,51,0,0,-0.139262067333508,-7.7887633396108
"endocrinology & metabolism","diabetes obesity & metabolism",2011,91,54,6,57,0,0,-0.0943106794712413,-6.7887633396108
"endocrinology & metabolism","diabetes obesity & metabolism",2012,88,44,5,47,0,0,-0.127833371509885,-5.7887633396108
"endocrinology & metabolism","diabetes obesity & metabolism",2013,85,41,6,42,0,0,-0.162518929497775,-4.7887633396108
"endocrinology & metabolism","diabetes obesity & metabolism",2014,97,39,2,41,0,0,-0.0304592074847086,-3.7887633396108
"endocrinology & metabolism","diabetes obesity & metabolism",2015,95,42,11,48,0,0,-0.0512932943875506,-2.7887633396108
"endocrinology & metabolism","diabetes obesity & metabolism",2016,111,40,16,50,0,0,0.104360015324243,-1.7887633396108
"endocrinology & metabolism","diabetes obesity & metabolism",2017,185,56,23,71,0,0,0.615185639090233,-0.788763339610796
"endocrinology & metabolism","diabetes obesity & metabolism",2018,286,101,46,132,0,0,1.05082162483176,0.211236660389204
"endocrinology & metabolism","diabetes obesity & metabolism",2019,257,74,37,106,0,0,0.943905898907128,1.2112366603892
"endocrinology & metabolism","diabetes obesity & metabolism",2020,216,69,41,99,0,0,0.770108221696074,2.2112366603892
"endocrinology & metabolism","diabetes obesity & metabolism",2021,256,53,38,86,0,0,0.940007258491471,3.2112366603892
"endocrinology & metabolism","diabetes obesity & metabolism",2022,172,49,30,72,0,0,0.542324290825362,4.2112366603892
"endocrinology & metabolism","diabetes obesity & metabolism",2023,288,63,49,102,0,0,1.05779029414785,5.2112366603892
"endocrinology & metabolism","diabetes obesity & metabolism",2024,458,85,92,158,0,0,1.52169899812609,6.2112366603892
"endocrinology & metabolism","diabetes obesity & metabolism",2025,569,96,124,198,0,0,1.73871024813824,7.2112366603892
"endocrinology & metabolism","diabetes research & clinical practice",2010,182,46,10,53,0,0,0.598836501088704,-7.7887633396108
"endocrinology & metabolism","diabetes research & clinical practice",2011,214,51,14,60,0,0,0.76080582903376,-6.7887633396108
"endocrinology & metabolism","diabetes research & clinical practice",2012,190,41,21,58,0,0,0.641853886172395,-5.7887633396108
"endocrinology & metabolism","diabetes research & clinical practice",2013,163,34,16,48,0,0,0.488580014818671,-4.7887633396108
"endocrinology & metabolism","diabetes research & clinical practice",2014,203,48,15,56,0,0,0.708035793053696,-3.7887633396108
"endocrinology & metabolism","diabetes research & clinical practice",2015,193,33,20,51,0,0,0.657520002916794,-2.7887633396108
"endocrinology & metabolism","diabetes research & clinical practice",2016,212,33,16,48,0,0,0.751416088683921,-1.7887633396108
"endocrinology & metabolism","diabetes research & clinical practice",2017,194,52,17,63,0,0,0.662687973075237,-0.788763339610796
"endocrinology & metabolism","diabetes research & clinical practice",2018,312,59,41,91,0,0,1.13783300182139,0.211236660389204
"endocrinology & metabolism","diabetes research & clinical practice",2019,264,31,33,61,0,0,0.970778917158225,1.2112366603892
"endocrinology & metabolism","diabetes research & clinical practice",2020,279,45,30,65,0,0,1.02604159583327,2.2112366603892
"endocrinology & metabolism","diabetes research & clinical practice",2021,324,50,46,84,0,0,1.17557332980424,3.2112366603892
"endocrinology & metabolism","diabetes research & clinical practice",2022,266,39,38,71,0,0,0.978326122793608,4.2112366603892
"endocrinology & metabolism","diabetes research & clinical practice",2023,283,42,49,83,0,0,1.04027671165515,5.2112366603892
"endocrinology & metabolism","diabetes research & clinical practice",2024,270,25,50,72,0,0,0.993251773010283,6.2112366603892
"endocrinology & metabolism","diabetes research & clinical practice",2025,332,35,60,87,0,0,1.1999647829284,7.2112366603892
"endocrinology & metabolism","diabetes technology & therapeutics",2010,116,24,14,35,0,0,0.148420005118273,-7.7887633396108
"endocrinology & metabolism","diabetes technology & therapeutics",2011,127,20,12,32,0,0,0.2390169004705,-6.7887633396108
"endocrinology & metabolism","diabetes technology & therapeutics",2012,129,28,14,37,0,0,0.254642218373581,-5.7887633396108
"endocrinology & metabolism","diabetes technology & therapeutics",2013,109,18,14,30,0,0,0.0861776962410524,-4.7887633396108
"endocrinology & metabolism","diabetes technology & therapeutics",2014,96,16,10,24,0,0,-0.0408219945202552,-3.7887633396108
"endocrinology & metabolism","diabetes technology & therapeutics",2015,93,21,11,30,0,0,-0.0725706928348354,-2.7887633396108
"endocrinology & metabolism","diabetes technology & therapeutics",2016,90,17,13,29,0,0,-0.105360515657826,-1.7887633396108
"endocrinology & metabolism","diabetes technology & therapeutics",2017,74,19,14,31,0,0,-0.301105092783922,-0.788763339610796
"endocrinology & metabolism","diabetes technology & therapeutics",2018,84,13,18,30,0,0,-0.174353387144778,0.211236660389204
"endocrinology & metabolism","diabetes technology & therapeutics",2019,82,8,14,20,0,0,-0.198450938723838,1.2112366603892
"endocrinology & metabolism","diabetes technology & therapeutics",2020,97,13,12,24,0,0,-0.0304592074847086,2.2112366603892
"endocrinology & metabolism","diabetes technology & therapeutics",2021,92,12,21,29,0,0,-0.083381608939051,3.2112366603892
"endocrinology & metabolism","diabetes technology & therapeutics",2022,95,8,20,27,0,0,-0.0512932943875506,4.2112366603892
"endocrinology & metabolism","diabetes technology & therapeutics",2023,90,12,23,35,0,0,-0.105360515657826,5.2112366603892
"endocrinology & metabolism","diabetes technology & therapeutics",2024,106,13,24,36,0,0,0.0582689081239758,6.2112366603892
"endocrinology & metabolism","diabetes technology & therapeutics",2025,147,20,25,43,0,0,0.385262400790645,7.2112366603892
"endocrinology & metabolism","diabetologia",2010,247,118,39,131,1,1,0.904218150639886,-7.7887633396108
"endocrinology & metabolism","diabetologia",2011,295,178,31,193,1,2,1.08180517035173,-6.7887633396108
"endocrinology & metabolism","diabetologia",2012,281,161,42,182,1,3,1.03318448334565,-5.7887633396108
"endocrinology & metabolism","diabetologia",2013,248,158,31,168,1,4,0.908258560176891,-4.7887633396108
"endocrinology & metabolism","diabetologia",2014,233,130,44,149,1,5,0.845868267577609,-3.7887633396108
"endocrinology & metabolism","diabetologia",2015,262,143,47,164,1,6,0.963174317773006,-2.7887633396108
"endocrinology & metabolism","diabetologia",2016,210,134,40,144,1,7,0.741937344729377,-1.7887633396108
"endocrinology & metabolism","diabetologia",2017,203,109,46,128,1,8,0.708035793053696,-0.788763339610796
"endocrinology & metabolism","diabetologia",2018,201,54,78,106,1,9,0.698134722070984,0.211236660389204
"endocrinology & metabolism","diabetologia",2019,169,23,82,87,1,10,0.524728528934982,1.2112366603892
"endocrinology & metabolism","diabetologia",2020,183,23,84,90,1,11,0.60431596685333,2.2112366603892
"endocrinology & metabolism","diabetologia",2021,191,19,83,90,1,12,0.647103242058538,3.2112366603892
"endocrinology & metabolism","diabetologia",2022,126,15,62,69,1,13,0.231111720963387,4.2112366603892
"endocrinology & metabolism","diabetologia",2023,138,26,74,82,1,14,0.322083499169113,5.2112366603892
"endocrinology & metabolism","diabetologia",2024,161,22,76,83,1,15,0.476234178996372,6.2112366603892
"endocrinology & metabolism","diabetologia",2025,207,34,106,115,1,16,0.727548607277278,7.2112366603892
"endocrinology & metabolism","endocrinology",2010,553,521,60,527,0,0,1.71018781553424,-7.7887633396108
"endocrinology & metabolism","endocrinology",2011,451,418,74,428,0,0,1.50629715351459,-6.7887633396108
"endocrinology & metabolism","endocrinology",2012,532,492,78,503,0,0,1.67147330335355,-5.7887633396108
"endocrinology & metabolism","endocrinology",2013,416,401,82,408,0,0,1.42551507427317,-4.7887633396108
"endocrinology & metabolism","endocrinology",2014,424,397,79,407,0,0,1.44456326924387,-3.7887633396108
"endocrinology & metabolism","endocrinology",2015,403,371,86,385,0,0,1.39376637595859,-2.7887633396108
"endocrinology & metabolism","endocrinology",2016,400,375,89,383,0,0,1.38629436111989,-1.7887633396108
"endocrinology & metabolism","endocrinology",2017,308,279,80,295,0,0,1.12492959698548,-0.788763339610796
"endocrinology & metabolism","endocrinology",2018,264,232,92,249,0,0,0.970778917158225,0.211236660389204
"endocrinology & metabolism","endocrinology",2019,184,151,73,174,0,0,0.609765571620894,1.2112366603892
"endocrinology & metabolism","endocrinology",2020,142,109,69,135,0,0,0.350656871613169,2.2112366603892
"endocrinology & metabolism","endocrinology",2021,162,98,98,153,0,0,0.482426149244293,3.2112366603892
"endocrinology & metabolism","endocrinology",2022,188,91,126,167,0,0,0.631271776841858,4.2112366603892
"endocrinology & metabolism","endocrinology",2023,137,78,98,133,0,0,0.314810739840034,5.2112366603892
"endocrinology & metabolism","endocrinology",2024,118,55,86,109,0,0,0.165514438477573,6.2112366603892
"endocrinology & metabolism","endocrinology",2025,119,45,94,107,0,0,0.173953307123438,7.2112366603892
"endocrinology & metabolism","european journal of endocrinology",2010,225,50,50,94,0,0,0.810930216216329,-7.7887633396108
"endocrinology & metabolism","european journal of endocrinology",2011,204,60,42,90,0,0,0.712949807856125,-6.7887633396108
"endocrinology & metabolism","european journal of endocrinology",2012,185,52,41,83,0,0,0.615185639090233,-5.7887633396108
"endocrinology & metabolism","european journal of endocrinology",2013,202,43,38,78,0,0,0.703097511413113,-4.7887633396108
"endocrinology & metabolism","european journal of endocrinology",2014,173,38,34,66,0,0,0.548121408509688,-3.7887633396108
"endocrinology & metabolism","european journal of endocrinology",2015,177,28,36,60,0,0,0.570979546585738,-2.7887633396108
"endocrinology & metabolism","european journal of endocrinology",2016,150,23,31,50,0,0,0.405465108108164,-1.7887633396108
"endocrinology & metabolism","european journal of endocrinology",2017,118,18,35,49,0,0,0.165514438477573,-0.788763339610796
"endocrinology & metabolism","european journal of endocrinology",2018,99,16,26,37,0,0,-0.0100503358535015,0.211236660389204
"endocrinology & metabolism","european journal of endocrinology",2019,101,11,24,33,0,0,0.00995033085316809,1.2112366603892
"endocrinology & metabolism","european journal of endocrinology",2020,126,21,33,51,0,0,0.231111720963387,2.2112366603892
"endocrinology & metabolism","european journal of endocrinology",2021,170,19,53,69,0,0,0.53062825106217,3.2112366603892
"endocrinology & metabolism","european journal of endocrinology",2022,131,17,40,54,0,0,0.27002713721306,4.2112366603892
"endocrinology & metabolism","european journal of endocrinology",2023,131,14,45,51,0,0,0.27002713721306,5.2112366603892
"endocrinology & metabolism","european journal of endocrinology",2024,117,20,44,57,0,0,0.157003748809665,6.2112366603892
"endocrinology & metabolism","european journal of endocrinology",2025,169,23,62,80,0,0,0.524728528934982,7.2112366603892
"endocrinology & metabolism","free radical biology & medicine",2010,353,313,55,322,0,0,1.26129787094521,-7.7887633396108
"endocrinology & metabolism","free radical biology & medicine",2011,354,310,61,318,0,0,1.26412672714568,-6.7887633396108
"endocrinology & metabolism","free radical biology & medicine",2012,378,331,60,339,0,0,1.3297240096315,-5.7887633396108
"endocrinology & metabolism","free radical biology & medicine",2013,326,277,49,286,0,0,1.18172719537862,-4.7887633396108
"endocrinology & metabolism","free radical biology & medicine",2014,331,301,37,305,0,0,1.19694818938897,-3.7887633396108
